00,"Nao Ativ Dez"
01,"Até 0.50 salários mínimos"
02,"0.51 a 1.00 salários mínimos"
03,"1.01 a 1.50 salários mínimos"
04,"1.51 a 2.00 salários mínimos"
05,"2.01 a 3.00 salários mínimos"
06,"3.01 a 4.00 salários mínimos"
07,"4.01 a 5.00 salários mínimos"
08,"5.01 a 7.00 salários mínimos"
09,"7.01 a 10.00 salários mínimos"
10,"10.01 a 15.00 salários mínimos"
11,"15.01 a 20.00 salários mínimos"
12,"Mais de 20.00 salários mínimos"
