00,"Ate 0.50 salarios minimos"
01,"0.51 a 1.00 salarios minimos"
02,"1.01 a 1.50 salarios minimos"
03,"1.51 a 2.00 salarios minimos"
04,"2.01 a 3.00 salarios minimos"
05,"3.01 a 4.00 salarios minimos"
06,"4.01 a 5.00 salarios minimos"
07,"5.01 a 7.00 salarios minimos"
08,"7.01 a 10.00 salarios minimos"
09,"10.01 a 15.00 salarios minimos"
10,"15.01 a 20.00 salarios minimos"
11,"Mais de 20.00 salarios minimos"
